,Compound,Date,Negative,Neutral,Positive,Tweets Ago,tweet,username
132,-0.2732,Thu Oct 04 13:45:40 +0000 2018,0.896,0.104,0.0,33,RT @BBCBreaking: US charges seven Russian military agents linked to global cyber hack of doping and other agencies https://t.co/Kki9xU6EUd,@BBCWorld
133,0.0,Thu Oct 04 12:52:42 +0000 2018,1.0,0.0,0.0,34,Cristiano Ronaldo: Juventus forward not in Portugal squad to face Scotland &amp; Poland https://t.co/j1fjXETfKA,@BBCWorld
134,0.0,Thu Oct 04 12:43:05 +0000 2018,1.0,0.0,0.0,35,Uganda army launches Ulinzi condom brand https://t.co/vHG8ua72Qn,@BBCWorld
135,0.3182,Thu Oct 04 12:36:57 +0000 2018,0.85,0.0,0.15,36,The curious tale of a ladies hairdresser and the 'blast-proof' material https://t.co/GoIL2rG1x6 (via @BBC_Future) https://t.co/LYkTJdzNkP,@BBCWorld
136,0.0,Thu Oct 04 12:33:10 +0000 2018,1.0,0.0,0.0,37,What we know about Russian 'OPCW plot' https://t.co/QZwYgk5mDB,@BBCWorld
137,-0.296,Thu Oct 04 12:12:18 +0000 2018,0.784,0.216,0.0,38,Mystery over missing Saudi journalist Jamal Khashoggi deepens https://t.co/JA3WuiXU2I,@BBCWorld
138,-0.34,Thu Oct 04 12:01:37 +0000 2018,0.806,0.194,0.0,39,India under fire as it deports Rohingya Muslims to Myanmar https://t.co/NrX8kOOOP7,@BBCWorld
139,-0.4939,Thu Oct 04 11:13:25 +0000 2018,0.704,0.296,0.0,40,Italian 'Robin Hood' banker sentenced over €1m pilfered for the poor https://t.co/DXCBcX8y6k,@BBCWorld
140,0.7003,Thu Oct 04 10:34:07 +0000 2018,0.746,0.0,0.254,41,RT @gordoncorera: Breaking - Dutch intelligence (with help of British) disrupted a Russian GRU cyber operation targeting OPCW on April 13th…,@BBCWorld
141,-0.3182,Thu Oct 04 10:13:30 +0000 2018,0.603,0.206,0.191,42,RT @BBCNews: Could AI and high-tech cameras help spot and prevent acts of violence? https://t.co/rA2sRYUtom,@BBCWorld
142,-0.3612,Thu Oct 04 10:10:03 +0000 2018,0.673,0.22,0.108,43,RT @BBCBreaking: Dutch security services expelled four Russians in April over plot targeting chemical weapons watchdog - officials https://…,@BBCWorld
143,0.0,Thu Oct 04 10:04:07 +0000 2018,1.0,0.0,0.0,44,Kanye West (Ye?) urges NFL player Colin Kaepernick to meet with Donald Trump https://t.co/FGvAIsrN7d,@BBCWorld
144,0.3818,Thu Oct 04 09:47:19 +0000 2018,0.843,0.0,0.157,45,"RT @BBCNews: Sir David Attenborough: 'Population growth has to come to an end'

https://t.co/77GlU6hRg2 https://t.co/vvRAgVlwuj",@BBCWorld
145,0.0,Thu Oct 04 09:40:45 +0000 2018,1.0,0.0,0.0,46,"Could this squat be a moment that sparks change? 

Donte Palmer was pictured changing his son's nappy on his lap be… https://t.co/O9HaUaxqAX",@BBCWorld
146,0.0,Thu Oct 04 09:36:08 +0000 2018,1.0,0.0,0.0,47,Dublin City Council planned to house on a 'cruise ship' https://t.co/9Dr2YHnaAk,@BBCWorld
147,0.0,Thu Oct 04 09:27:35 +0000 2018,1.0,0.0,0.0,48,RT @bbcworldservice: The beach from The Beach is now closed indefinitely.  @Prof_CallumYork explains why. https://t.co/f0Z0JSrFwC https://t…,@BBCWorld
148,0.0,Thu Oct 04 09:21:36 +0000 2018,1.0,0.0,0.0,49,Kim Kardashian bodyguard sued for $6.1m over Paris robbery https://t.co/w992Auinp7,@BBCWorld
149,-0.2023,Thu Oct 04 07:14:01 +0000 2018,0.847,0.153,0.0,50,Wife of former Malaysian PM Najib charged with money laundering https://t.co/zmZNdvgpUd,@BBCWorld
150,0.0,Thu Oct 04 05:36:49 +0000 2018,1.0,0.0,0.0,51,MTK Global's Irish boxers not competing in Ireland https://t.co/ulMjI84was,@BBCWorld
151,-0.7579,Thu Oct 04 05:29:13 +0000 2018,0.48,0.52,0.0,52,Economy to grow slowly but 'avoid recession' https://t.co/FqaXOj0yAv,@BBCWorld
152,0.0,Thu Oct 04 05:06:04 +0000 2018,1.0,0.0,0.0,53,Irish anti-abortion doctors in conscientious objection row https://t.co/DeztZ8T4SW,@BBCWorld
153,0.0,Thu Oct 04 04:46:51 +0000 2018,1.0,0.0,0.0,54,Brett Kavanaugh: Senate to get FBI report within hours https://t.co/PC8vzEsa2l,@BBCWorld
154,0.4215,Thu Oct 04 04:42:56 +0000 2018,0.44,0.203,0.357,55,Six rescue divers drown trying to save teen in Malaysia https://t.co/jMjB6lSrhZ,@BBCWorld
155,0.0,Thu Oct 04 03:19:20 +0000 2018,1.0,0.0,0.0,56,"This veteran Nat Geo photographer believes zoos are needed for conservation.

[Tap to expand]… https://t.co/b57Mz5UyLZ",@BBCWorld
156,0.0,Thu Oct 04 02:57:48 +0000 2018,1.0,0.0,0.0,57,Priyanka Chopra invests in dating app Bumble https://t.co/luGLJgHFRA,@BBCWorld
157,0.7184,Thu Oct 04 00:45:56 +0000 2018,0.538,0.0,0.462,58,United Airlines flight lands safely after mayday call https://t.co/UkKWkYHvYw,@BBCWorld
158,-0.8126,Thu Oct 04 00:37:41 +0000 2018,0.543,0.457,0.0,59,Cameroon's Anglophone crisis: Red Dragons and Tigers - the rebels fighting for independence https://t.co/AiG04XAmub,@BBCWorld
159,-0.6908,Thu Oct 04 00:30:17 +0000 2018,0.63,0.37,0.0,60,The Indian state where police kill with impunity https://t.co/LG0okXcqHi,@BBCWorld
160,-0.296,Wed Oct 03 23:47:26 +0000 2018,0.804,0.196,0.0,61,"South Carolina: Five police officers shot, suspect in custody https://t.co/ZIYyEoDuu2",@BBCWorld
161,0.0,Wed Oct 03 23:28:45 +0000 2018,1.0,0.0,0.0,62,US to end Treaty of Amity with Iran after ICJ ruling https://t.co/R2cB697pXy,@BBCWorld
162,-0.6369,Wed Oct 03 22:45:11 +0000 2018,0.606,0.394,0.0,63,Brett Kavanaugh accusations: Are young men in America scared? https://t.co/DRFQ4ZqNYp,@BBCWorld
163,0.4767,Wed Oct 03 21:49:08 +0000 2018,0.838,0.0,0.162,64,"RT @BBCSport: Lionel Messi was sensational as Barcelona beat Spurs in a thrilling game at Wembley.

https://t.co/OanJjT2omx https://t.co/y2…",@BBCWorld
164,0.0,Wed Oct 03 21:35:01 +0000 2018,1.0,0.0,0.0,65,"Three things you need to know about the #presidentialalert system 

(Tap video to expand) https://t.co/u26NRuLfbH https://t.co/TuDNEZzDPb",@BBCWorld
165,0.0516,Wed Oct 03 20:55:23 +0000 2018,0.732,0.13,0.138,66,"RT @BBCSport: FT: Spurs 2-4 Barcelona
Napoli 1-0 Liverpool 

A miserable night for English teams in the Champions League.

Reaction: https:…",@BBCWorld
166,0.0516,Wed Oct 03 20:33:36 +0000 2018,0.779,0.107,0.115,67,"RT @BBCNewsnight: ""My suspicion is that people will realise that the United States’ attitude is outdated.""

Sir David Attenborough says he…",@BBCWorld
167,0.431,Wed Oct 03 20:01:21 +0000 2018,0.759,0.0,0.241,68,Pentagon quarantine 'sparked by castor seeds' not ricin poison https://t.co/PMfYqaAMhC,@BBCWorld
168,0.0,Wed Oct 03 19:53:34 +0000 2018,1.0,0.0,0.0,69,Guitar-playing politician @BetoORourke is dazzling Democrats in Texas #2018midterms https://t.co/qoURCMXAnY https://t.co/tWRdNgqM3w,@BBCWorld
169,0.3182,Wed Oct 03 19:41:00 +0000 2018,0.753,0.0,0.247,70,Peru court reverses ex-president Alberto Fujimori's pardon https://t.co/hLv5F7PpLE,@BBCWorld
170,0.5859,Wed Oct 03 18:50:49 +0000 2018,0.817,0.0,0.183,71,"RT @BBCSport: FT PSG 6-1 Red Star

A big, big win for Thomas Tuchel's side.

#UCL https://t.co/LVTlbYKjXk #bbcfootball https://t.co/ebbOFsd…",@BBCWorld
171,-0.8316,Wed Oct 03 18:37:19 +0000 2018,0.435,0.565,0.0,72,India Ganges 'rape video': Two men arrested https://t.co/yBLprBSJwH,@BBCWorld
172,0.0,Wed Oct 03 18:37:10 +0000 2018,1.0,0.0,0.0,73,Rédoine Faïd case: French gangster evaded police in burqa https://t.co/NiD5lzNu2N,@BBCWorld
173,0.0,Wed Oct 03 18:31:15 +0000 2018,1.0,0.0,0.0,74,"THIS IS A TEST #presidentialalert

https://t.co/RmaBYY3QRQ https://t.co/mbNFeOHHnz",@BBCWorld
174,0.296,Wed Oct 03 18:24:14 +0000 2018,0.761,0.0,0.239,75,"Millions of mobiles get 'Trump alert'

https://t.co/RmaBYY3QRQ https://t.co/4MfUXBP3VR",@BBCWorld
175,0.0,Wed Oct 03 16:41:47 +0000 2018,1.0,0.0,0.0,76,RT @BBCNorthAmerica: Canada surgeon operates on teddy bear for 8-year-old boy https://t.co/iMqZ3iPYZ3,@BBCWorld
176,0.6369,Wed Oct 03 16:31:01 +0000 2018,0.84,0.0,0.16,77,"RT @bbcworldservice: ""I'd rather fix boats than go to school.""
This teenager says he's the best boat mechanic in the world's largest floati…",@BBCWorld
177,-0.8176,Wed Oct 03 16:19:33 +0000 2018,0.4,0.6,0.0,78,Guinea-Bissau migrant shipwreck: Dozens feared dead https://t.co/fwnX8FHTpr,@BBCWorld
178,0.0,Wed Oct 03 16:13:14 +0000 2018,1.0,0.0,0.0,79,"RT @marklowen: Reports coming in of police activity around #Gulen’s residence in #Pennsylvania. Sketchy but some talk of an armed man, heli…",@BBCWorld
179,-0.891,Wed Oct 03 15:47:05 +0000 2018,0.321,0.679,0.0,80,Cristiano Ronaldo rape allegation: Footballer denies attack https://t.co/o5g3UOWZIh,@BBCWorld
180,-0.6908,Wed Oct 03 15:27:51 +0000 2018,0.467,0.533,0.0,81,Indonesia tsunami: Authorities fight fake news https://t.co/Hsref3FSLN,@BBCWorld
181,-0.4019,Wed Oct 03 14:39:04 +0000 2018,0.769,0.231,0.0,82,RT @BBCNorthAmerica: Republicans deplore Trump mocking Judge Kavanaugh's accuser https://t.co/zDqXo2M2bi,@BBCWorld
182,-0.3818,Wed Oct 03 14:16:30 +0000 2018,0.894,0.106,0.0,83,"""She is two years old. The only words she knows are Mami and Papi"" 

This woman is desperately searching for her ni… https://t.co/GRMWvfTx8F",@BBCWorld
183,-0.8555,Wed Oct 03 13:33:41 +0000 2018,0.741,0.259,0.0,84,"RT @BBCSport: ""Probably one of the worst days of my life.""

Brooks Koepka says he is heartbroken that one of his tee shots resulted in a sp…",@BBCWorld
184,-0.7717,Wed Oct 03 13:22:33 +0000 2018,0.472,0.528,0.0,85,Skripal poisoning: Putin denounces ex-spy as 'scum' https://t.co/lnPsyhEEUi,@BBCWorld
185,0.0,Wed Oct 03 13:18:57 +0000 2018,1.0,0.0,0.0,86,"Melania Trump, US first lady, visits Ghana slave fort https://t.co/PfebzuuRHY",@BBCWorld
186,-0.34,Wed Oct 03 12:52:37 +0000 2018,0.745,0.255,0.0,87,How India avoided its 'Lehman Brothers moment' https://t.co/Y3icW4e0YI,@BBCWorld
187,0.0,Wed Oct 03 12:47:02 +0000 2018,1.0,0.0,0.0,88,Beto O'Rourke: Democrats dazzled by rising star in Texas https://t.co/x7Qen7xCIc,@BBCWorld
188,0.6369,Wed Oct 03 12:40:09 +0000 2018,0.682,0.0,0.318,89,Rédoine Faïd case: Why does France love its gangsters? https://t.co/WFBnae1qjy,@BBCWorld
189,0.0,Wed Oct 03 12:32:42 +0000 2018,1.0,0.0,0.0,90,Trump's parents and siblings: What do we know of them? https://t.co/q23jwQ09Qy,@BBCWorld
190,-0.7269,Wed Oct 03 12:21:13 +0000 2018,0.534,0.466,0.0,91,Croatian court rejects perjury charge against Luka Modric https://t.co/ZmZzmdLdPR,@BBCWorld
191,0.0,Wed Oct 03 11:54:42 +0000 2018,1.0,0.0,0.0,92,Finland school poster sparks migration row https://t.co/uCPN7Mdv6v,@BBCWorld
192,-0.34,Wed Oct 03 11:43:45 +0000 2018,0.714,0.286,0.0,93,'Cross-border element' to Irish gangland feud https://t.co/QJYdrbg4Sn,@BBCWorld
193,-0.6597,Wed Oct 03 11:17:11 +0000 2018,0.614,0.386,0.0,94,Hornbill gets 3D-printed prosthetic casque after cancer https://t.co/utAJmHXLCe,@BBCWorld
194,-0.4767,Wed Oct 03 11:09:45 +0000 2018,0.744,0.256,0.0,95,Indonesia tsunami: Frustration in remote areas waiting for aid https://t.co/Mf5QNxSlyA,@BBCWorld
195,0.7184,Wed Oct 03 10:38:01 +0000 2018,0.7,0.0,0.3,96,2018 Nobel Prize in Chemistry awarded to three scientists for their discoveries in enzyme research https://t.co/VlBMXhPfQq,@BBCWorld
196,0.5267,Wed Oct 03 10:35:28 +0000 2018,0.746,0.0,0.254,97,Sanctions on Iran: International Court of Justice rules against US https://t.co/pYk5SxJPYs,@BBCWorld
197,-0.5423,Wed Oct 03 10:25:10 +0000 2018,0.743,0.257,0.0,98,Saudi journalist Jamal Khashoggi — a fierce critic of his country's policies — disappears after consular trip https://t.co/bn9Vdxx2w1,@BBCWorld
198,-0.6597,Wed Oct 03 09:57:49 +0000 2018,0.543,0.326,0.13,99,"Trump mocks Christine Blasey Ford, who has accused Supreme Court nominee Brett Kavanaugh of sexual assault when the… https://t.co/vQpcXnMHwr",@BBCWorld
199,0.1531,Wed Oct 03 09:42:03 +0000 2018,0.652,0.152,0.196,100,Kerala flood aftermath: Battling snakes and sewage to clean a city https://t.co/M9npIvFpd0,@BBCWorld
200,0.0,Fri Oct 05 07:03:04 +0000 2018,1.0,0.0,0.0,1,Walmart recalls nearly a quarter million axes https://t.co/7kF4Ju9ITq https://t.co/7tVluWTyhz,@CBSNews
201,0.0,Fri Oct 05 06:48:03 +0000 2018,1.0,0.0,0.0,2,"NASA revises launch targets for Boeing, SpaceX crew ships https://t.co/xM4BFelfvG https://t.co/VwARyXFU6k",@CBSNews
202,-0.5994,Fri Oct 05 06:33:03 +0000 2018,0.782,0.218,0.0,3,Jury deliberates fate of Chicago cop Jason Van Dyke in Laquan McDonald's death https://t.co/Cb5WOifZVG https://t.co/jHoZPbkkr7,@CBSNews
203,0.4019,Fri Oct 05 06:18:03 +0000 2018,0.828,0.0,0.172,4,6-year-old boy speaks clearly for first time after dentist discovers he's tongue-tied https://t.co/wVEka4f7t7 https://t.co/voigf6NaxB,@CBSNews
204,0.7351,Fri Oct 05 06:03:03 +0000 2018,0.693,0.0,0.307,5,Waitress pitches in to help with fussy toddler so mother can eat in peace https://t.co/m8bZkQ8p3W https://t.co/cgZjo0KKyF,@CBSNews
205,0.0,Fri Oct 05 05:48:02 +0000 2018,1.0,0.0,0.0,6,"Typhoon eyes Japan, South Korea as hurricane prompts evacuations from remote Hawaiian island https://t.co/FlwK14hTnd https://t.co/LpMQ4LJVnp",@CBSNews
206,-0.296,Fri Oct 05 05:33:03 +0000 2018,0.855,0.145,0.0,7,"Damon Wayans Jr. on his dad's ""bizarre"" ""Lethal Weapon"" announcement, new show https://t.co/BzIxX2GTre https://t.co/0J10CeYR21",@CBSNews
207,0.4588,Fri Oct 05 05:18:03 +0000 2018,0.75,0.0,0.25,8,"Barnes &amp; Noble hangs up ""for sale"" sign https://t.co/YMq6lUVYQO https://t.co/LynSSYX1hy",@CBSNews
208,-0.4019,Fri Oct 05 05:03:04 +0000 2018,0.635,0.228,0.138,9,Fitbit helps lead police to San Jose woman's alleged killer – her stepfather https://t.co/v4UYGQNBe5 https://t.co/HjmMzHp8PV,@CBSNews
209,-0.4449,Fri Oct 05 04:48:03 +0000 2018,0.79,0.21,0.0,10,John Paul Stevens says Kavanaugh shouldn't be on Supreme Court https://t.co/w2ofekGabY https://t.co/hnm7IoEW8f,@CBSNews
210,0.0,Fri Oct 05 04:33:04 +0000 2018,1.0,0.0,0.0,11,"Red tide closes Florida beaches, could impact millions in tourism dollars https://t.co/ZSJhbYmEmT https://t.co/tBwXpMArtM",@CBSNews
211,-0.3182,Fri Oct 05 04:18:03 +0000 2018,0.645,0.207,0.147,12,"Man killed in car explosion with son, friend sent letters indicating he caused it https://t.co/SE38JrUZYH https://t.co/CAd1YN7C3S",@CBSNews
212,-0.6705,Fri Oct 05 04:03:03 +0000 2018,0.71,0.29,0.0,13,"Michelle Carter ""texting suicide"" case heard by Massachusetts high court https://t.co/q2FJkX1As3 https://t.co/dtUTHho2ie",@CBSNews
213,0.0,Fri Oct 05 03:54:05 +0000 2018,1.0,0.0,0.0,14,Richard Spencer's alt-group group regains tax-exempt status https://t.co/7HjO9Ib5Ms https://t.co/Nsa9RadZiS,@CBSNews
214,-0.296,Fri Oct 05 03:48:03 +0000 2018,0.82,0.18,0.0,15,What's missing from the FBI's investigation into Brett Kavanaugh? https://t.co/tvzhfav2AT https://t.co/VWrK8nckrV,@CBSNews
215,-0.296,Fri Oct 05 03:33:03 +0000 2018,0.845,0.155,0.0,16,Suspect in deadly South Carolina police ambush identified as elderly vet https://t.co/6awbOcZOrq https://t.co/PNUtOzDumw,@CBSNews
216,-0.1027,Fri Oct 05 03:18:03 +0000 2018,0.789,0.116,0.095,17,"Sen. Heidi Heitkamp, who will vote no on Kavanaugh, raises significant funds in 3rd quarter https://t.co/Rv14bGHRzF https://t.co/1wcqXx0mvs",@CBSNews
217,0.0,Fri Oct 05 03:10:05 +0000 2018,1.0,0.0,0.0,18,Democratic senators request intel chief provide more information on Trump's claim about Chinese hacking… https://t.co/5m6t1TDqSr,@CBSNews
218,0.0516,Fri Oct 05 03:03:03 +0000 2018,0.633,0.177,0.19,19,Stock prices tumble as interest rate fears grip Wall Street https://t.co/Q8QEfb8iLN https://t.co/NNh4gElGur,@CBSNews
219,0.5574,Fri Oct 05 03:00:01 +0000 2018,0.841,0.0,0.159,20,"Republicans still plan to begin voting on Supreme Court nominee Brett Kavanaugh on the Senate floor Friday, with fi… https://t.co/TfOTSpsOlq",@CBSNews
220,0.6249,Fri Oct 05 02:39:54 +0000 2018,0.683,0.0,0.317,21,Dog with 3D-printed skull gives researchers hope for helping human patients https://t.co/6cQwmQ2Jtx https://t.co/0WfsX7RHNF,@CBSNews
221,0.0,Fri Oct 05 02:14:35 +0000 2018,1.0,0.0,0.0,22,"Trump blasts Democrats for ""rage-fueled resistance"" to Kavanaugh nomination https://t.co/jKDB9T08KE https://t.co/XCsfWgoAee",@CBSNews
222,0.0,Fri Oct 05 01:58:28 +0000 2018,1.0,0.0,0.0,23,"🇺🇸 👋 So long, Cap: Chris Evans appears to bid farewell to Captain America https://t.co/5s0yvmzFGD https://t.co/0wpmIMMgyZ",@CBSNews
223,-0.5574,Fri Oct 05 01:35:28 +0000 2018,0.854,0.146,0.0,24,"WATCH: Singer Janis Joplin died 48 years ago today at the age of 27. Her soulful music has endured for generations,… https://t.co/uIX8R7dGq1",@CBSNews
224,0.3818,Fri Oct 05 01:14:41 +0000 2018,0.822,0.0,0.178,25,1-year-old girl found alive under debris from deadly tsunami in Indonesia https://t.co/9sEh5p54eC https://t.co/bBuLGOfBM9,@CBSNews
225,-0.4588,Fri Oct 05 00:54:32 +0000 2018,0.87,0.13,0.0,26,"Elon Musk is taunting the government regulators who threatened to oust him as Tesla's CEO, just days after he settl… https://t.co/XXYf1JCS2M",@CBSNews
226,-0.0258,Fri Oct 05 00:34:56 +0000 2018,0.733,0.136,0.131,27,"Kavanaugh fight rallies GOP ahead of midterms: ""It's like pouring gasoline on the base"" https://t.co/jwT7VIaYke https://t.co/1AT8ljJplW",@CBSNews
227,-0.5574,Fri Oct 05 00:14:44 +0000 2018,0.705,0.295,0.0,28,"Anti-Kavanaugh protesters take over Senate building, Amy Schumer among those detained https://t.co/AssMs1leog https://t.co/9YW0zwWkZ1",@CBSNews
228,-0.296,Thu Oct 04 23:54:54 +0000 2018,0.872,0.128,0.0,29,Missing dog found clinging to pipe above 8-foot pit of water in New Jersey https://t.co/89jTmUFSbe https://t.co/C5zQh5ldVH,@CBSNews
229,0.4404,Thu Oct 04 23:40:30 +0000 2018,0.854,0.0,0.146,30,"HAPPENING NOW: Pres. Trump rallies supporters in Minnesota, as senators in Washington edge closer to confirming his… https://t.co/BYI5dF6GMe",@CBSNews
230,-0.3182,Thu Oct 04 23:34:40 +0000 2018,0.827,0.173,0.0,31,Writer insists bizarre EgyptAir interview with Drew Barrymore is real https://t.co/th9aM1HiJe https://t.co/87cJnzbWnP,@CBSNews
231,-0.2585,Thu Oct 04 23:15:23 +0000 2018,0.898,0.102,0.0,32,RESCUING ROSCO: A family thought their little dog was lost forever – then workers at a nearby water plant heard bar… https://t.co/QDwYHdtMdO,@CBSNews
232,0.0,Thu Oct 04 23:11:33 +0000 2018,1.0,0.0,0.0,33,Four years ago a dachshund developed a small bump on her head. Then it grew and grew into a life-threatening tumor.… https://t.co/6X4VCjwN3M,@CBSNews
233,-0.2023,Thu Oct 04 22:59:24 +0000 2018,0.761,0.134,0.105,34,"RT @CBSEveningNews: In the midst of rubble and destruction, a glimmer of hope. 

Swept away from her family as an earthquake and tsunami, w…",@CBSNews
234,0.0,Thu Oct 04 22:58:50 +0000 2018,1.0,0.0,0.0,35,"RT @CBSEveningNews: Cristiano Ronaldo, one of the world’s biggest soccers stars, was benched by the Portuguese national team as a woman all…",@CBSNews
235,0.0,Thu Oct 04 22:40:41 +0000 2018,1.0,0.0,0.0,36,"RT @CBSEveningNews: In the dark of the night, at 2:30am ET, the 46-page FBI report on claims of sexual misconduct against Brett Kavanaugh a…",@CBSNews
236,0.0,Thu Oct 04 22:40:41 +0000 2018,1.0,0.0,0.0,37,RT @CBSEveningNews: Nine people were interviewed for the FBI investigation into sexual misconduct allegations against Pres. Trump’s SCOTUS…,@CBSNews
237,0.5574,Thu Oct 04 22:29:40 +0000 2018,0.833,0.0,0.167,38,"John Paul Stevens says Brett Kavanaugh shouldn't be on the Supreme Court after his ""performance in the hearings""… https://t.co/lz63mbhUZO",@CBSNews
238,0.4215,Thu Oct 04 22:14:57 +0000 2018,0.843,0.0,0.157,39,WATCH: Dog rescued after spending a week floating on couch in flooded home after Hurricane Florence… https://t.co/Za4v98Upxt,@CBSNews
239,0.0,Thu Oct 04 22:00:01 +0000 2018,1.0,0.0,0.0,40,More than 6 million pounds of beef recalled due to possible salmonella https://t.co/bU4vqWGdQg https://t.co/Ku3Khbi8JA,@CBSNews
240,-0.4019,Thu Oct 04 21:39:39 +0000 2018,0.838,0.162,0.0,41,Best-selling author John Green on how he deals with obsessive-compulsive disorder and 'thought spirals'… https://t.co/PVx7hUQVIr,@CBSNews
241,0.0,Thu Oct 04 21:19:53 +0000 2018,1.0,0.0,0.0,42,"All Palm Beach County, Florida, beaches closed over red tide health concerns https://t.co/1br123i9MX https://t.co/9U3noQ77mU",@CBSNews
242,0.2732,Thu Oct 04 20:59:45 +0000 2018,0.621,0.155,0.224,43,The case for pessimism: Cheery people earn less in business https://t.co/q107w4SM5s https://t.co/3xBl7ywrrX,@CBSNews
243,-0.6908,Thu Oct 04 20:39:57 +0000 2018,0.719,0.281,0.0,44,"Nike ""deeply concerned"" by ""disturbing"" rape allegations against soccer star Cristiano Ronaldo… https://t.co/24bQ9gz53F",@CBSNews
244,0.0,Thu Oct 04 20:19:43 +0000 2018,1.0,0.0,0.0,45,"Mischa Barton joins ""The Hills"" reboot https://t.co/Xrwfemrswt https://t.co/qAmb2Xqztj",@CBSNews
245,0.0,Thu Oct 04 19:59:53 +0000 2018,1.0,0.0,0.0,46,Chris Evans appears to bid farewell to Captain America https://t.co/YJIRszj19d https://t.co/YXSEOC2WF6,@CBSNews
246,0.6486,Thu Oct 04 19:14:31 +0000 2018,0.782,0.0,0.218,47,Aspiring small business owners should be clear on their own skills before making the leap — and finding help if the… https://t.co/S2eY54pCoq,@CBSNews
247,0.3041,Thu Oct 04 19:02:34 +0000 2018,0.904,0.0,0.096,48,"""This is almost rock-bottom. I would like to have the future of mending things so that we can do things in a colleg… https://t.co/yAodC03iSu",@CBSNews
248,0.2023,Thu Oct 04 18:39:53 +0000 2018,0.785,0.091,0.124,49,"WATCH: GOP Senators address FBI report on Kavanaugh
""There is no way anything we did would satisfy the Democrats. T… https://t.co/mRoatyVQpw",@CBSNews
249,0.25,Thu Oct 04 18:29:54 +0000 2018,0.833,0.0,0.167,50,A-MAZE-ING: This corn maze in Utah is a fall-lover's dream https://t.co/Pf3u2lCwSd https://t.co/BQn93ojJc9,@CBSNews
250,-0.2732,Thu Oct 04 18:14:59 +0000 2018,0.738,0.168,0.094,51,"Lindsey Graham says Klobuchar should apologize to Kavanaugh over ""smear campaign"" https://t.co/xs7o7Hw9uN https://t.co/WgfArCafp1",@CBSNews
251,-0.6705,Thu Oct 04 17:59:45 +0000 2018,0.69,0.31,0.0,52,US service member killed in action in Afghanistan today https://t.co/SiRpHwavVQ https://t.co/I8qArCPaK4,@CBSNews
252,-0.7351,Thu Oct 04 17:44:31 +0000 2018,0.556,0.444,0.0,53,"Bedsheet ""nooses"" among ""serious violations"" at California ICE detention facility https://t.co/aTYpiVhXta https://t.co/eFVmTkg3re",@CBSNews
253,0.0,Thu Oct 04 17:30:04 +0000 2018,1.0,0.0,0.0,54,"Ben Sasse says he urged President Trump to appoint woman, rather than Kavanaugh https://t.co/zifGdawEK5 https://t.co/npd475O3i9",@CBSNews
254,-0.6705,Thu Oct 04 17:15:08 +0000 2018,0.769,0.231,0.0,55,"Man sent letters before car explosion that killed 3, including his son, authorities say https://t.co/cThxFptlTj https://t.co/2YgLFLDZDI",@CBSNews
255,0.6369,Thu Oct 04 17:01:20 +0000 2018,0.811,0.0,0.189,56,"INCREDIBLE: People are ""falling"" in love with these colorful autumn leaves captured by a drone flying high above Ut… https://t.co/RIXbSPTs2A",@CBSNews
256,-0.4019,Thu Oct 04 16:56:04 +0000 2018,0.863,0.137,0.0,57,"RT @CBSEveningNews: STARTING NEXT WEEK: @jeffglor to anchor #CBSEveningNews from key battleground states - Arizona, Texas, Missouri &amp; Flori…",@CBSNews
257,0.0,Thu Oct 04 16:44:38 +0000 2018,1.0,0.0,0.0,58,"Mark Judge memoir offered for $1,800 on eBay https://t.co/9YWDCC16QB https://t.co/tTfbHaU7vd",@CBSNews
258,-0.1531,Thu Oct 04 16:29:40 +0000 2018,0.517,0.287,0.195,59,Justice Dept. announces charges against 7 Russian operatives for cyber attacks https://t.co/qA9DVSkUjn https://t.co/wkfbECTEYz,@CBSNews
259,-0.5423,Thu Oct 04 16:14:52 +0000 2018,0.656,0.239,0.104,60,"Twitter still flooded with shame accounts, four of five fake accounts that were active during the 2016 election sti… https://t.co/RJ8jX6NeG2",@CBSNews
260,0.0,Thu Oct 04 15:59:33 +0000 2018,1.0,0.0,0.0,61,Soyuz capsule brings three station fliers back to Earth after 6 months in orbit https://t.co/MUOpfqtFzL https://t.co/Cgl6pvLr3g,@CBSNews
261,0.4019,Thu Oct 04 15:56:34 +0000 2018,0.704,0.085,0.211,62,"""You were surprised, why? I think the Democratic strategy is clear. Stall and re-stall...this is smashmouth raw pol… https://t.co/pdGW6ONpuD",@CBSNews
262,0.5719,Thu Oct 04 15:52:46 +0000 2018,0.829,0.0,0.171,63,"WATCH: Democrats address FBI report on Kavanaugh

""Dr. Ford came forward and won America's hearts. Our Republican c… https://t.co/gR2kSH7ryW",@CBSNews
263,-0.6124,Thu Oct 04 15:44:40 +0000 2018,0.667,0.333,0.0,64,Fourth victim dies from L.A.-area attacks on mostly homeless men https://t.co/tE0oVZvDLw https://t.co/qHWnU0HxpS,@CBSNews
264,0.0,Thu Oct 04 15:29:33 +0000 2018,1.0,0.0,0.0,65,"Astronomers find signs of ""exomoon"" in distant solar system https://t.co/d6riKDgYfL https://t.co/p2lZJLn6wh",@CBSNews
